PIC,SITE,TRANSACT,GROUP,LABEL,Live_Non_live,Count
828,Samara,10,CCA,Pink CCA,Live,4
828,Samara,10,Soft Coral,Soft Coral,Non-live,8
829,Samara,10,Algae,Turf algae,Live,84
829,Samara,10,Ascidian,Ascidian (colonial),Live,4
829,Samara,10,Substrate,Sand,Non-live,12
830,Samara,10,Algae,Turf algae,Live,84
830,Samara,10,CCA,Red CCA,Live,8
830,Samara,10,Substrate,Sand,Non-live,8
831,Samara,10,Algae,Turf algae,Live,76
831,Samara,10,CCA,Pink CCA,Live,4
831,Samara,10,CCA,Red CCA,Live,4
831,Samara,10,Soft Coral,Soft Coral,Non-live,16
832,Samara,10,Algae,Turf algae,Live,68
832,Samara,10,CCA,Red CCA,Live,8
832,Samara,10,CCA,White CCA,Live,4
832,Samara,10,Soft Coral,Soft Coral,Non-live,16
833,Samara,10,Algae,Turf algae,Live,80
833,Samara,10,CCA,Pink CCA,Live,4
833,Samara,10,CCA,White CCA,Live,4
833,Samara,10,Soft Coral,Soft Coral,Non-live,8
834,Samara,10,Algae,Turf algae,Live,80
834,Samara,10,CCA,Pink CCA,Live,4
834,Samara,10,CCA,Red CCA,Live,4
834,Samara,10,CCA,White CCA,Live,8
835,Samara,10,Algae,Galaxaura,Live,4
835,Samara,10,Algae,Turf algae,Live,68
835,Samara,10,CCA,Pink CCA,Live,4
835,Samara,10,CCA,White CCA,Live,12
835,Samara,10,Soft Coral,Soft Coral,Non-live,8
836,Samara,10,Algae,Galaxaura,Live,12
836,Samara,10,Algae,Turf algae,Live,84
836,Samara,10,CCA,Pink CCA,Live,4
837,Samara,10,Algae,Galaxaura,Live,4
837,Samara,10,Algae,Turf algae,Live,40
837,Samara,10,CCA,Pink CCA,Live,24
837,Samara,10,CCA,Red CCA,Live,12
837,Samara,10,CCA,White CCA,Live,4
837,Samara,10,Soft Coral,Soft Coral,Non-live,12
838,Samara,10,Algae,Turf algae,Live,44
838,Samara,10,Soft Coral,Soft Coral,Non-live,56
839,Samara,10,Algae,Turf algae,Live,44
839,Samara,10,Ascidian,Ascidian (solitary),Live,4
839,Samara,10,CCA,Pink CCA,Live,4
839,Samara,10,CCA,White CCA,Live,4
839,Samara,10,Soft Coral,Soft Coral,Non-live,40
840,Samara,10,Algae,Galaxaura,Live,4
840,Samara,10,Algae,Turf algae,Live,68
840,Samara,10,CCA,Pink CCA,Live,20
840,Samara,10,CCA,White CCA,Live,8
841,Samara,10,Algae,Galaxaura,Live,4
841,Samara,10,Algae,Turf algae,Live,80
841,Samara,10,CCA,Pink CCA,Live,4
841,Samara,10,CCA,White CCA,Live,8
841,Samara,10,Soft Coral,Soft Coral,Non-live,4
